ID,Survey_Period,RESP_ID,Which group best describes you?,Attribute,Response,QuestionID,Category,Question Intent,Order,Start time,Completion time
484,Fall_2025,Fall_2025_484,Student,How well does the academic workload challenge you without being overwhelming?,7,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,484,484
484,Fall_2025,Fall_2025_484,Student,How satisfied are you with the support and resources available to help you succeed academically?,9,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,484,484
484,Fall_2025,Fall_2025_484,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,484,484
484,Fall_2025,Fall_2025_484,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,484,484
485,Fall_2025,Fall_2025_485,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,9,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,485,485
485,Fall_2025,Fall_2025_485,Student,How well does the academic workload challenge you without being overwhelming?,8,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,485,485
485,Fall_2025,Fall_2025_485,Student,How satisfied are you with the support and resources available to help you succeed academically?,10,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,485,485
485,Fall_2025,Fall_2025_485,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,485,485
485,Fall_2025,Fall_2025_485,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,485,485
486,Fall_2025,Fall_2025_486,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,1,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,486,486
486,Fall_2025,Fall_2025_486,Parent,How well does the academic workload challenge your child without being overwhelming?,1,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,486,486
486,Fall_2025,Fall_2025_486,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,1,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,486,486
486,Fall_2025,Fall_2025_486,Parent,How effective is the College in preparing your child for future academic and personal success?,1,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,486,486
486,Fall_2025,Fall_2025_486,Parent,How well does the College address any concerns you raise about your child?,1,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,486,486
487,Fall_2025,Fall_2025_487,Alumni,How likely are you to recommend De La Salle College to prospective students based on your overall experience? ,10,AlumniHow likely are you to recommend De La Salle College to prospective students based on your overall experience? ,NPS,1. Likelihood to Recommend,1,487,487
487,Fall_2025,Fall_2025_487,Alumni,How satisfied were you with the quality of education you received at De La Salle College?,10,AlumniHow satisfied were you with the quality of education you received at De La Salle College?,NPS,2. Quality & Workload of Education,2,487,487
487,Fall_2025,Fall_2025_487,Alumni,How well do you feel De La Salle College prepared you for your career or further education after graduation? ,10,AlumniHow well do you feel De La Salle College prepared you for your career or further education after graduation? ,NPS,3. Preparation,3,487,487
487,Fall_2025,Fall_2025_487,Alumni,"How satisfied were you with the resources and support available to you while you were at De La Salle (e.g., career services, extracurriculars)",10,"AlumniHow satisfied were you with the resources and support available to you while you were at De La Salle (e.g., career services, extracurriculars)",NPS,4. Resources & Support,4,487,487
487,Fall_2025,Fall_2025_487,Alumni,How well did the College uphold the values and standards you experienced as a student?,10,AlumniHow well did the College uphold the values and standards you experienced as a student?,NPS,5. Values and Standards,5,487,487
488,Fall_2025,Fall_2025_488,Alumni,How likely are you to recommend De La Salle College to prospective students based on your overall experience? ,8,AlumniHow likely are you to recommend De La Salle College to prospective students based on your overall experience? ,NPS,1. Likelihood to Recommend,1,488,488
488,Fall_2025,Fall_2025_488,Alumni,How satisfied were you with the quality of education you received at De La Salle College?,8,AlumniHow satisfied were you with the quality of education you received at De La Salle College?,NPS,2. Quality & Workload of Education,2,488,488
488,Fall_2025,Fall_2025_488,Alumni,How well do you feel De La Salle College prepared you for your career or further education after graduation? ,9,AlumniHow well do you feel De La Salle College prepared you for your career or further education after graduation? ,NPS,3. Preparation,3,488,488
488,Fall_2025,Fall_2025_488,Alumni,"How satisfied were you with the resources and support available to you while you were at De La Salle (e.g., career services, extracurriculars)",10,"AlumniHow satisfied were you with the resources and support available to you while you were at De La Salle (e.g., career services, extracurriculars)",NPS,4. Resources & Support,4,488,488
488,Fall_2025,Fall_2025_488,Alumni,How well did the College uphold the values and standards you experienced as a student?,7,AlumniHow well did the College uphold the values and standards you experienced as a student?,NPS,5. Values and Standards,5,488,488
489,Fall_2025,Fall_2025_489,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,489,489
489,Fall_2025,Fall_2025_489,Parent,How well does the academic workload challenge your child without being overwhelming?,10,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,489,489
489,Fall_2025,Fall_2025_489,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,10,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,489,489
489,Fall_2025,Fall_2025_489,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,489,489
489,Fall_2025,Fall_2025_489,Parent,How well does the College address any concerns you raise about your child?,10,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,489,489
490,Fall_2025,Fall_2025_490,Teaching Faculty,How likely are you to recommend De La Salle College as a place to work?,8,Teaching FacultyHow likely are you to recommend De La Salle College as a place to work?,NPS,1. Likelihood to Recommend,1,490,490
490,Fall_2025,Fall_2025_490,Teaching Faculty,How balanced is the academic workload for students (challenging yet manageable)?,8,Teaching FacultyHow balanced is the academic workload for students (challenging yet manageable)?,NPS,2. Quality & Workload of Education,2,490,490
490,Fall_2025,Fall_2025_490,Teaching Faculty,How satisfied are you with the resources and support that help you work effectively?,8,Teaching FacultyHow satisfied are you with the resources and support that help you work effectively?,NPS,4. Resources & Support,3,490,490
490,Fall_2025,Fall_2025_490,Teaching Faculty,How effective are your teaching strategies in engaging students and promoting learning?,7,Teaching FacultyHow effective are your teaching strategies in engaging students and promoting learning?,NPS,3. Preparation,4,490,490
490,Fall_2025,Fall_2025_490,Teaching Faculty,How well does the College support staff members in addressing students' academic and personal needs?,9,Teaching FacultyHow well does the College support staff members in addressing students' academic and personal needs?,NPS,5. Values and Standards,5,490,490
491,Fall_2025,Fall_2025_491,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,9,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,491,491
491,Fall_2025,Fall_2025_491,Parent,How well does the academic workload challenge your child without being overwhelming?,4,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,491,491
491,Fall_2025,Fall_2025_491,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,8,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,491,491
491,Fall_2025,Fall_2025_491,Parent,How effective is the College in preparing your child for future academic and personal success?,9,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,491,491
491,Fall_2025,Fall_2025_491,Parent,How well does the College address any concerns you raise about your child?,7,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,491,491
492,Fall_2025,Fall_2025_492,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,0,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,492,492
492,Fall_2025,Fall_2025_492,Parent,How well does the academic workload challenge your child without being overwhelming?,3,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,492,492
492,Fall_2025,Fall_2025_492,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,0,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,492,492
492,Fall_2025,Fall_2025_492,Parent,How effective is the College in preparing your child for future academic and personal success?,2,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,492,492
492,Fall_2025,Fall_2025_492,Parent,How well does the College address any concerns you raise about your child?,2,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,492,492
493,Fall_2025,Fall_2025_493,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,9,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,493,493
493,Fall_2025,Fall_2025_493,Student,How well does the academic workload challenge you without being overwhelming?,8,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,493,493
493,Fall_2025,Fall_2025_493,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,493,493
493,Fall_2025,Fall_2025_493,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,493,493
493,Fall_2025,Fall_2025_493,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,493,493
494,Fall_2025,Fall_2025_494,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,3,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,494,494
494,Fall_2025,Fall_2025_494,Parent,How well does the academic workload challenge your child without being overwhelming?,3,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,494,494
494,Fall_2025,Fall_2025_494,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,3,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,494,494
494,Fall_2025,Fall_2025_494,Parent,How effective is the College in preparing your child for future academic and personal success?,3,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,494,494
494,Fall_2025,Fall_2025_494,Parent,How well does the College address any concerns you raise about your child?,3,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,494,494
495,Fall_2025,Fall_2025_495,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,495,495
495,Fall_2025,Fall_2025_495,Student,How well does the academic workload challenge you without being overwhelming?,4,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,495,495
495,Fall_2025,Fall_2025_495,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,495,495
495,Fall_2025,Fall_2025_495,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,495,495
495,Fall_2025,Fall_2025_495,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,495,495
496,Fall_2025,Fall_2025_496,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,496,496
496,Fall_2025,Fall_2025_496,Parent,How well does the academic workload challenge your child without being overwhelming?,5,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,496,496
496,Fall_2025,Fall_2025_496,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,5,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,496,496
496,Fall_2025,Fall_2025_496,Parent,How effective is the College in preparing your child for future academic and personal success?,9,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,496,496
496,Fall_2025,Fall_2025_496,Parent,How well does the College address any concerns you raise about your child?,6,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,496,496
497,Fall_2025,Fall_2025_497,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,9,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,497,497
497,Fall_2025,Fall_2025_497,Parent,How well does the academic workload challenge your child without being overwhelming?,8,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,497,497
497,Fall_2025,Fall_2025_497,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,7,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,497,497
497,Fall_2025,Fall_2025_497,Parent,How effective is the College in preparing your child for future academic and personal success?,8,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,497,497
497,Fall_2025,Fall_2025_497,Parent,How well does the College address any concerns you raise about your child?,7,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,497,497
498,Fall_2025,Fall_2025_498,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,8,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,498,498
498,Fall_2025,Fall_2025_498,Parent,How well does the academic workload challenge your child without being overwhelming?,9,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,498,498
498,Fall_2025,Fall_2025_498,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,3,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,498,498
498,Fall_2025,Fall_2025_498,Parent,How effective is the College in preparing your child for future academic and personal success?,8,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,498,498
498,Fall_2025,Fall_2025_498,Parent,How well does the College address any concerns you raise about your child?,7,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,498,498
499,Fall_2025,Fall_2025_499,Alumni,How likely are you to recommend De La Salle College to prospective students based on your overall experience? ,7,AlumniHow likely are you to recommend De La Salle College to prospective students based on your overall experience? ,NPS,1. Likelihood to Recommend,1,499,499
499,Fall_2025,Fall_2025_499,Alumni,How satisfied were you with the quality of education you received at De La Salle College?,8,AlumniHow satisfied were you with the quality of education you received at De La Salle College?,NPS,2. Quality & Workload of Education,2,499,499
499,Fall_2025,Fall_2025_499,Alumni,How well do you feel De La Salle College prepared you for your career or further education after graduation? ,8,AlumniHow well do you feel De La Salle College prepared you for your career or further education after graduation? ,NPS,3. Preparation,3,499,499
499,Fall_2025,Fall_2025_499,Alumni,"How satisfied were you with the resources and support available to you while you were at De La Salle (e.g., career services, extracurriculars)",7,"AlumniHow satisfied were you with the resources and support available to you while you were at De La Salle (e.g., career services, extracurriculars)",NPS,4. Resources & Support,4,499,499
499,Fall_2025,Fall_2025_499,Alumni,How well did the College uphold the values and standards you experienced as a student?,7,AlumniHow well did the College uphold the values and standards you experienced as a student?,NPS,5. Values and Standards,5,499,499
500,Fall_2025,Fall_2025_500,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,500,500
500,Fall_2025,Fall_2025_500,Parent,How well does the academic workload challenge your child without being overwhelming?,10,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,500,500
500,Fall_2025,Fall_2025_500,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,5,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,500,500
500,Fall_2025,Fall_2025_500,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,500,500
500,Fall_2025,Fall_2025_500,Parent,How well does the College address any concerns you raise about your child?,8,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,500,500
501,Fall_2025,Fall_2025_501,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,501,501
501,Fall_2025,Fall_2025_501,Student,How well does the academic workload challenge you without being overwhelming?,7,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,501,501
501,Fall_2025,Fall_2025_501,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,501,501
501,Fall_2025,Fall_2025_501,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,501,501
501,Fall_2025,Fall_2025_501,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,501,501
502,Fall_2025,Fall_2025_502,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,502,502
502,Fall_2025,Fall_2025_502,Parent,How well does the academic workload challenge your child without being overwhelming?,6,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,502,502
502,Fall_2025,Fall_2025_502,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,9,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,502,502
502,Fall_2025,Fall_2025_502,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,502,502
502,Fall_2025,Fall_2025_502,Parent,How well does the College address any concerns you raise about your child?,9,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,502,502
503,Fall_2025,Fall_2025_503,Alumni,How likely are you to recommend De La Salle College to prospective students based on your overall experience? ,9,AlumniHow likely are you to recommend De La Salle College to prospective students based on your overall experience? ,NPS,1. Likelihood to Recommend,1,503,503
503,Fall_2025,Fall_2025_503,Alumni,How satisfied were you with the quality of education you received at De La Salle College?,9,AlumniHow satisfied were you with the quality of education you received at De La Salle College?,NPS,2. Quality & Workload of Education,2,503,503
503,Fall_2025,Fall_2025_503,Alumni,How well do you feel De La Salle College prepared you for your career or further education after graduation? ,10,AlumniHow well do you feel De La Salle College prepared you for your career or further education after graduation? ,NPS,3. Preparation,3,503,503
503,Fall_2025,Fall_2025_503,Alumni,"How satisfied were you with the resources and support available to you while you were at De La Salle (e.g., career services, extracurriculars)",9,"AlumniHow satisfied were you with the resources and support available to you while you were at De La Salle (e.g., career services, extracurriculars)",NPS,4. Resources & Support,4,503,503
503,Fall_2025,Fall_2025_503,Alumni,How well did the College uphold the values and standards you experienced as a student?,9,AlumniHow well did the College uphold the values and standards you experienced as a student?,NPS,5. Values and Standards,5,503,503
504,Fall_2025,Fall_2025_504,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,504,504
504,Fall_2025,Fall_2025_504,Parent,How well does the academic workload challenge your child without being overwhelming?,7,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,504,504
504,Fall_2025,Fall_2025_504,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,7,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,504,504
504,Fall_2025,Fall_2025_504,Parent,How effective is the College in preparing your child for future academic and personal success?,7,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,504,504
504,Fall_2025,Fall_2025_504,Parent,How well does the College address any concerns you raise about your child?,7,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,504,504
505,Fall_2025,Fall_2025_505,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,3,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,505,505
505,Fall_2025,Fall_2025_505,Student,How well does the academic workload challenge you without being overwhelming?,5,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,505,505
505,Fall_2025,Fall_2025_505,Student,How satisfied are you with the support and resources available to help you succeed academically?,2,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,505,505
505,Fall_2025,Fall_2025_505,Student,How effective are your teachers in helping you understand course material and stay engaged?,4,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,505,505
505,Fall_2025,Fall_2025_505,Student,How safe and supported do you feel in your school environment?,3,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,505,505
506,Fall_2025,Fall_2025_506,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,506,506
506,Fall_2025,Fall_2025_506,Student,How well does the academic workload challenge you without being overwhelming?,8,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,506,506
506,Fall_2025,Fall_2025_506,Student,How satisfied are you with the support and resources available to help you succeed academically?,10,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,506,506
506,Fall_2025,Fall_2025_506,Student,How effective are your teachers in helping you understand course material and stay engaged?,10,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,506,506
506,Fall_2025,Fall_2025_506,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,506,506
507,Fall_2025,Fall_2025_507,Alumni,How likely are you to recommend De La Salle College to prospective students based on your overall experience? ,7,AlumniHow likely are you to recommend De La Salle College to prospective students based on your overall experience? ,NPS,1. Likelihood to Recommend,1,507,507
507,Fall_2025,Fall_2025_507,Alumni,How satisfied were you with the quality of education you received at De La Salle College?,8,AlumniHow satisfied were you with the quality of education you received at De La Salle College?,NPS,2. Quality & Workload of Education,2,507,507
507,Fall_2025,Fall_2025_507,Alumni,How well do you feel De La Salle College prepared you for your career or further education after graduation? ,8,AlumniHow well do you feel De La Salle College prepared you for your career or further education after graduation? ,NPS,3. Preparation,3,507,507
507,Fall_2025,Fall_2025_507,Alumni,"How satisfied were you with the resources and support available to you while you were at De La Salle (e.g., career services, extracurriculars)",6,"AlumniHow satisfied were you with the resources and support available to you while you were at De La Salle (e.g., career services, extracurriculars)",NPS,4. Resources & Support,4,507,507
507,Fall_2025,Fall_2025_507,Alumni,How well did the College uphold the values and standards you experienced as a student?,6,AlumniHow well did the College uphold the values and standards you experienced as a student?,NPS,5. Values and Standards,5,507,507
508,Fall_2025,Fall_2025_508,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,2,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,508,508
508,Fall_2025,Fall_2025_508,Parent,How well does the academic workload challenge your child without being overwhelming?,1,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,508,508
508,Fall_2025,Fall_2025_508,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,0,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,508,508
508,Fall_2025,Fall_2025_508,Parent,How effective is the College in preparing your child for future academic and personal success?,0,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,508,508
508,Fall_2025,Fall_2025_508,Parent,How well does the College address any concerns you raise about your child?,0,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,508,508
509,Fall_2025,Fall_2025_509,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,4,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,509,509
509,Fall_2025,Fall_2025_509,Parent,How well does the academic workload challenge your child without being overwhelming?,3,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,509,509
509,Fall_2025,Fall_2025_509,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,2,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,509,509
509,Fall_2025,Fall_2025_509,Parent,How effective is the College in preparing your child for future academic and personal success?,3,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,509,509
509,Fall_2025,Fall_2025_509,Parent,How well does the College address any concerns you raise about your child?,1,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,509,509
510,Fall_2025,Fall_2025_510,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,7,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,510,510
510,Fall_2025,Fall_2025_510,Parent,How well does the academic workload challenge your child without being overwhelming?,8,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,510,510
510,Fall_2025,Fall_2025_510,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,6,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,510,510
510,Fall_2025,Fall_2025_510,Parent,How effective is the College in preparing your child for future academic and personal success?,6,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,510,510
510,Fall_2025,Fall_2025_510,Parent,How well does the College address any concerns you raise about your child?,8,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,510,510
511,Fall_2025,Fall_2025_511,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,9,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,511,511
511,Fall_2025,Fall_2025_511,Parent,How well does the academic workload challenge your child without being overwhelming?,7,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,511,511
511,Fall_2025,Fall_2025_511,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,7,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,511,511
511,Fall_2025,Fall_2025_511,Parent,How effective is the College in preparing your child for future academic and personal success?,9,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,511,511
511,Fall_2025,Fall_2025_511,Parent,How well does the College address any concerns you raise about your child?,9,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,511,511
512,Fall_2025,Fall_2025_512,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,4,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,512,512
512,Fall_2025,Fall_2025_512,Student,How well does the academic workload challenge you without being overwhelming?,0,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,512,512
512,Fall_2025,Fall_2025_512,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,512,512
